RESPID,StartDate,StartTime,EndDate,EndTime,VER,VER2,VER3,VER4,QAREA,S1,S2,D100,D101,Q1,P1X,P1Y,A2,Q3,Q4,Q5,Q6,Q7,A8,B8,Q9,A10,B10,V1,B11,Q12,A13,B13,V2,E14,Q15,Q16,Q17,Q18,V3,Q19,V4,Q20,G21,H21,G22,H22,Q23,Q24,Q25,Q26,V5,Q27,D102,D300,D301,D105,D130,Q28,D106,D112,VF_DATA
110472,7/10/2018,1:04 PM,7/10/2018,1:18 PM,1,2,2,2,4,1,1,2,9999,3,6,3,5,4,5,5,5,2,5,,5,5,,5,,3,3,,1,,1,1,1,1,1,3,1,3,,1,,1,1,1,1,1,1,13,8,2,2,4,3,1;3,1,2,AGE=66;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=94;PSCORE=98;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4040
110474,7/10/2018,1:10 PM,7/10/2018,1:31 PM,2,1,2,2,4,1,1,1,1946,1,3,,,1,4,1,4,1,,4,2,,1,3,2,2,,2,3,,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,13,2,2,2,5,3,1;2;3;4,1,2,AGE=72;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=96;PSCORE=6;G2016=M;DENSITY=1;COUNTY=WHITMAN;AGENTNUM=2453
110475,7/10/2018,1:11 PM,7/10/2018,1:30 PM,2,2,2,1,4,1,1,2,1945,2,5,2,,3,5,2,6,1,,3,4,,3,5,2,1,,2,2,,1,1,1,1,1,1,2,2,3,,3,,3,3,3,2,5,12,2,2,2,4,3,3,1,2,AGE=78;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=82;PSCORE=4;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4384
110476,7/10/2018,1:11 PM,7/10/2018,1:27 PM,1,1,1,1,3,1,1,1,1953,3,4,,5,2,5,4,5,3,1,,5,3,,3,,1,1,,5,1,2,2,1,2,5,2,5,3,1,,2,,1,1,1,1,5,2,2,2,2,4,4,,5,2,AGE=19;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=71;PSCORE=45;G2016=;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4463
110477,7/10/2018,1:14 PM,7/10/2018,1:33 PM,2,2,2,1,4,1,1,2,1945,4,5,2,,1,5,1,3,1,,4,4,,3,3,2,2,,2,3,,3,2,3,3,4,1,3,2,3,,3,,3,3,3,3,3,4,4,2,2,5,4,,4,2,AGE=73;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=93;PSCORE=18;G2016=M;DENSITY=2;COUNTY=ASOTIN;AGENTNUM=4381
110478,7/10/2018,1:15 PM,7/10/2018,1:40 PM,1,2,1,1,4,1,1,2,1953,3,5,3,4,2,4,1,3,1,2,,3,4,,4,,2,3,,4,3,3,3,3,3,4,3,4,2,3,,3,,3,3,3,3,4,12,5,2,2,4,5,,1,2,AGE=72;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=96;PSCORE=3;G2016=M;DENSITY=1;COUNTY=WHITMAN;AGENTNUM=4620
110479,7/10/2018,1:16 PM,7/10/2018,1:27 PM,2,1,1,2,3,1,1,1,1942,1,5,1,,4,1,4,6,4,,5,4,,4,1,1,1,,3,1,1,1,1,1,3,1,3,1,1,,1,,1,1,1,2,2,1,12,7,2,2,2,4,,1,2,AGE=76;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=97;PSCORE=97;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4535
110483,7/10/2018,1:21 PM,7/10/2018,1:42 PM,1,2,2,1,4,1,1,2,1940,2,5,1,2,4,1,5,3,3,2,,2,2,,1,,2,1,,1,,2,1,1,1,1,2,1,3,1,,1,,1,1,2,2,1,12,2,2,2,3,1,4,5,2,AGE=78;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=95;PSCORE=3;G2016=M;DENSITY=3;COUNTY=ASOTIN;AGENTNUM=4348
110490,7/10/2018,1:29 PM,7/10/2018,1:40 PM,1,1,1,2,1,1,1,2,1950,1,5,3,2,2,4,4,1,2,2,,2,2,,4,,3,1,,3,2,3,1,3,3,3,3,3,1,,3,,2,2,3,3,3,3,13,6,2,2,4,4,,1,2,AGE=68;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=83;PSCORE=60;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4292
110494,7/10/2018,1:33 PM,7/10/2018,1:49 PM,2,1,2,2,4,1,1,2,9999,1,5,1,,3,1,4,1,3,,2,4,,4,1,1,1,,1,1,,1,1,1,1,1,1,1,1,,1,,1,1,2,1,1,1,2,4,2,2,1,2,1;3,1,2,AGE=66;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=90;PSCORE=49;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4293
110499,7/10/2018,1:37 PM,7/10/2018,1:47 PM,1,2,2,1,2,1,2,1,1982,2,3,,3,2,2,1,2,2,1,,2,3,,3,,2,1,,3,,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,13,5,2,2,3,2,1,3,2,AGE=26;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=65;PSCORE=41;G2016=;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4040
110505,7/10/2018,1:42 PM,7/10/2018,1:53 PM,1,1,1,2,4,1,1,2,1960,2,3,,3,2,4,1,5,1,4,,2,4,,3,,2,3,,3,3,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,4,4,99,,4,5,,3,2,AGE=58;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=75;PSCORE=23;G2016=M;DENSITY=1;COUNTY=WHITMAN;AGENTNUM=4694
110507,7/10/2018,1:46 PM,7/10/2018,1:59 PM,1,1,2,1,4,1,1,1,1953,1,1,,1,4,1,4,5,4,5,,4,2,,1,,1,4,,1,,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,12,5,2,2,3,3,2;3,1,2,AGE=65;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=96;PSCORE=97;G2016=M;DENSITY=2;COUNTY=ASOTIN;AGENTNUM=4384
110508,7/10/2018,1:47 PM,7/10/2018,2:04 PM,2,1,2,1,4,1,2,1,1964,3,5,2,,1,4,2,7,7,,4,2,,3,3,2,1,,2,3,,3,3,3,3,3,4,3,2,3,,3,,3,3,3,3,3,13,2,2,2,4,1,1,4,2,AGE=54;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=74;PSCORE=9;G2016=M;DENSITY=3;COUNTY=WALLA WALLA;AGENTNUM=4692
110509,7/10/2018,1:47 PM,7/10/2018,2:03 PM,2,1,2,2,1,1,1,2,1957,2,1,,,4,1,4,2,3,,2,4,,4,1,1,1,,1,1,,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,12,5,2,2,1,2,1,1,1,AGE=61;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=80;PSCORE=49;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=2453
110512,7/10/2018,1:50 PM,7/10/2018,2:01 PM,1,1,2,2,4,1,1,1,1956,2,3,,3,1,4,1,4,1,4,,4,4,,3,,2,3,,3,,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,12,7,2,2,4,5,,1,2,AGE=62;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=95;PSCORE=4;G2016=M;DENSITY=1;COUNTY=COLUMBIA;AGENTNUM=4535
110518,7/10/2018,1:58 PM,7/10/2018,2:17 PM,1,2,1,2,4,1,1,2,1956,2,5,2,3,1,6,3,1,2,5,,1,2,,3,,1,1,,3,4,4,1,3,2,3,2,3,1,,1,,1,2,1,1,2,5,11,2,2,2,4,2,1,1,2,AGE=62;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=79;PSCORE=13;G2016=;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4463
110521,7/10/2018,2:07 PM,7/10/2018,2:31 PM,1,2,1,1,1,1,1,2,9999,1,1,,1,4,1,4,1,4,1,,4,1,,1,,1,1,,1,1,1,1,1,1,1,3,1,1,1,,1,,1,1,1,4,1,6,5,2,2,2,4,,1,2,AGE=26;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=83;PSCORE=89;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4620
110524,7/10/2018,2:13 PM,7/10/2018,2:29 PM,2,1,2,1,1,1,2,2,1999,2,5,3,,3,6,2,6,2,,5,6,,5,5,1,1,,2,3,,2,2,3,3,3,3,3,2,2,,3,,2,2,2,3,3,5,4,2,2,1,1,3,3,2,AGE=19;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=74;PSCORE=74;G2016=;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=3878
110528,7/10/2018,2:30 PM,7/10/2018,2:46 PM,2,1,1,2,3,1,1,1,1964,2,5,2,,3,2,3,2,3,,4,3,,3,1,1,1,,1,1,3,3,3,3,3,1,3,1,1,,3,,3,3,3,3,3,1,12,7,2,2,3,1,3,1,2,AGE=54;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=86;PSCORE=16;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4348
110530,7/10/2018,2:19 PM,7/10/2018,2:32 PM,1,2,1,2,4,1,1,1,1932,1,5,4,5,1,4,1,4,1,4,,2,4,,3,,2,2,,3,3,3,3,2,1,3,1,3,2,,2,,3,3,2,2,3,3,13,4,2,2,5,1,1;2;3;4,6,2,AGE=42;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=14;PSCORE=47;G2016=B;DENSITY=1;COUNTY=FERRY;AGENTNUM=4309
110531,7/10/2018,2:20 PM,7/10/2018,2:37 PM,1,1,1,1,1,1,1,2,1956,3,5,3,1,4,2,4,2,4,1,,4,3,,1,,1,1,,1,1,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,13,5,2,2,1,4,,1,2,AGE=62;SEX=F;CF=0;REGNUM=1;BEST_PHONE=bad_wireless;TSCORE=96;PSCORE=96;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4573
110533,7/10/2018,2:22 PM,7/10/2018,2:31 PM,2,1,2,2,4,1,1,2,1977,1,1,,,4,1,4,4,4,,1,4,,4,1,1,1,,1,1,,1,1,1,1,1,3,1,1,,3,,1,1,1,1,1,1,1,6,2,2,1,4,,1,1,AGE=41;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=86;PSCORE=97;G2016=M;DENSITY=3;COUNTY=WALLA WALLA;AGENTNUM=4535
110534,7/10/2018,2:24 PM,7/10/2018,2:44 PM,1,2,2,2,3,1,1,1,1959,2,1,,1,3,7,4,2,3,1,,3,2,,1,,1,1,,1,,1,1,1,1,1,2,1,1,,1,,1,1,1,1,1,1,7,2,2,2,2,2,2,1,2,AGE=59;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=92;PSCORE=95;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4215
110538,7/10/2018,2:31 PM,7/10/2018,2:45 PM,1,2,2,1,1,1,1,2,1989,3,3,,3,1,3,1,3,1,4,,1,2,,3,,1,1,,3,,2,3,3,3,3,1,3,2,2,,3,,3,3,2,3,3,10,2,2,2,5,4,,1,1,AGE=29;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=45;PSCORE=72;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4463
110540,7/10/2018,2:33 PM,7/10/2018,2:49 PM,2,2,1,2,4,1,1,1,1959,3,1,,,4,5,4,2,3,,3,4,,3,2,1,1,,1,1,1,1,1,1,1,1,2,1,1,,1,,1,1,2,3,3,1,12,7,2,2,3,1,1;2;3;4,1,2,AGE=27;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=75;PSCORE=87;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=3878
110546,7/10/2018,2:38 PM,7/10/2018,2:54 PM,2,1,1,1,3,1,1,1,1964,1,5,2,,2,6,2,2,1,,4,3,,3,4,2,2,,2,3,3,3,3,3,3,3,1,3,2,3,,3,,1,3,3,2,3,12,6,2,2,3,1,1;2,1,1,AGE=53;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=72;PSCORE=3;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4381
110548,7/10/2018,2:40 PM,7/10/2018,2:52 PM,2,1,1,1,4,1,1,2,1970,2,1,,,3,1,4,1,4,,1,3,,4,1,1,1,,1,1,1,1,1,1,2,1,3,1,1,1,,1,,1,1,1,1,1,12,7,2,2,3,4,,1,1,AGE=48;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=96;PSCORE=99;G2016=M;DENSITY=3;COUNTY=WALLA WALLA;AGENTNUM=4384
110552,7/10/2018,2:44 PM,7/10/2018,3:02 PM,2,2,1,1,4,1,3,2,1970,3,5,3,,5,5,2,5,1,,4,3,,3,5,2,3,,2,5,3,1,2,1,1,5,1,5,2,1,,1,,3,1,1,1,5,13,2,2,2,3,2,1;3,1,2,AGE=48;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=63;PSCORE=70;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4293
110553,7/10/2018,2:44 PM,7/10/2018,3:00 PM,1,2,1,2,4,1,1,2,1983,2,5,1,1,3,5,3,7,2,1,,4,2,,1,,1,3,,1,1,1,1,1,1,1,1,1,2,,1,,1,1,1,4,4,5,13,8,99,,6,5,,6,3,AGE=35;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=81;PSCORE=65;G2016=;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4573
110555,7/10/2018,2:54 PM,7/10/2018,3:15 PM,2,1,1,2,4,1,3,1,1957,2,5,3,,5,6,5,6,1,,2,2,,3,3,2,1,,2,3,3,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,13,5,2,2,3,3,2;3,1,2,AGE=61;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=96;PSCORE=78;G2016=M;DENSITY=2;COUNTY=ASOTIN;AGENTNUM=2453
110560,7/10/2018,3:56 PM,7/10/2018,4:11 PM,1,2,2,2,2,1,1,1,1986,2,5,1,1,2,6,4,6,4,1,,3,1,,1,,1,1,,1,,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,9,7,2,2,1,3,1;2;4,3,1,AGE=32;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=74;PSCORE=89;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4562
110561,7/10/2018,4:03 PM,7/10/2018,4:23 PM,1,2,1,1,4,1,1,1,1958,1,5,2,3,1,4,1,4,1,4,,2,4,,3,,2,2,,3,3,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,12,3,2,2,4,1,1;2;3;4,1,2,AGE=60;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=94;PSCORE=2;G2016=M;DENSITY=1;COUNTY=WHITMAN;AGENTNUM=4000
110562,7/10/2018,4:05 PM,7/10/2018,4:21 PM,2,1,1,2,3,1,1,1,1993,1,5,1,,3,1,3,2,2,,4,3,,3,1,1,1,,1,1,2,2,2,2,2,1,2,1,1,,1,,2,1,1,1,1,1,1,2,2,2,1,4,,3,2,AGE=25;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=58;PSCORE=41;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4683
110572,7/10/2018,4:20 PM,7/10/2018,4:41 PM,1,2,2,2,4,1,3,2,1983,3,5,1,5,3,5,4,3,1,1,,4,2,,5,,1,3,,2,,1,1,2,1,2,1,5,3,,3,,2,1,1,1,3,5,1,6,2,2,2,3,1;2,2,1,AGE=37;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=40;PSCORE=31;G2016=;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4466
110574,7/10/2018,4:28 PM,7/10/2018,4:42 PM,1,1,2,2,4,1,1,1,1963,2,1,,1,4,2,3,5,3,1,,3,2,,1,,1,1,,1,,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,5,4,2,2,3,4,,1,2,AGE=55;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=92;PSCORE=45;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4000
110576,7/10/2018,5:39 PM,7/10/2018,5:57 PM,2,2,1,2,2,1,1,2,1969,1,1,,,4,1,4,1,4,,1,4,,4,1,1,1,,1,1,1,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,1,5,2,2,2,4,,3,2,AGE=63;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=91;PSCORE=7;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4494
110578,7/10/2018,4:46 PM,7/10/2018,5:01 PM,2,1,2,1,4,1,1,1,1959,1,1,,,4,1,4,5,3,,2,4,,4,1,1,1,,1,1,,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,1,6,2,2,1,1,2,3,2,AGE=59;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=95;PSCORE=97;G2016=M;DENSITY=2;COUNTY=WALLA WALLA;AGENTNUM=4683
110579,7/10/2018,4:50 PM,7/10/2018,5:03 PM,2,1,1,2,2,1,1,1,1997,2,1,,,4,1,4,5,3,,2,4,,3,1,1,1,,1,1,1,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,1,2,2,2,1,4,,3,2,AGE=21;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=24;PSCORE=48;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=5002
110581,7/10/2018,4:50 PM,7/10/2018,5:08 PM,1,1,2,1,3,1,1,1,1999,1,3,,3,1,3,1,6,1,7,,6,3,,3,,2,3,,3,,3,3,3,3,3,1,3,2,3,,3,,2,2,1,2,3,10,5,2,2,5,3,3,2,2,AGE=19;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=72;PSCORE=40;G2016=;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4544
110582,7/10/2018,4:50 PM,7/10/2018,5:03 PM,2,2,2,2,1,1,1,2,1955,2,1,,,4,2,4,1,4,,2,4,,4,1,1,1,,1,1,,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,12,6,2,2,2,4,,4,2,AGE=63;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=96;PSCORE=97;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4682
110586,7/10/2018,4:58 PM,7/10/2018,5:09 PM,1,2,2,1,1,1,1,2,1980,2,1,,1,3,2,4,6,3,1,,3,2,,1,,1,1,,1,,2,1,1,2,1,3,1,1,1,,1,,1,2,2,1,1,13,7,2,2,2,1,1,4,1,AGE=38;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=85;PSCORE=89;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4426
110592,7/10/2018,5:01 PM,7/10/2018,5:39 PM,1,1,1,2,1,1,1,2,1954,1,3,,5,2,3,1,6,2,4,,4,2,,5,,1,1,,5,1,1,1,1,1,5,3,4,1,,1,,1,1,1,1,2,5,12,5,2,2,4,4,,4,2,AGE=64;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=95;PSCORE=8;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4611
110597,7/10/2018,5:04 PM,7/10/2018,5:22 PM,1,1,2,1,2,1,1,1,1956,1,1,,1,3,1,4,1,3,1,,6,2,,1,,1,4,,1,,1,2,1,1,1,2,1,1,2,,2,,2,1,1,2,1,12,5,2,2,3,1,5,1,2,AGE=62;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=94;PSCORE=96;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4562
110598,7/10/2018,5:05 PM,7/10/2018,5:20 PM,2,1,2,1,4,1,1,2,1965,3,5,3,,2,5,5,4,1,,4,5,,4,4,1,1,,2,3,,3,3,1,2,2,1,4,2,3,,3,,3,4,2,2,4,12,2,2,2,4,5,,4,2,AGE=53;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=94;PSCORE=57;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4257
110599,7/10/2018,5:06 PM,7/10/2018,5:31 PM,2,1,2,2,3,1,2,1,1977,3,5,3,,3,5,4,5,2,,5,5,,2,2,1,3,,1,2,,2,1,1,1,2,2,2,1,,1,,1,2,1,1,1,2,12,2,2,2,3,3,1;2,4,1,AGE=41;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=48;PSCORE=44;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4682
110604,7/10/2018,5:16 PM,7/10/2018,5:32 PM,2,1,1,1,3,1,1,1,9999,1,5,1,,4,1,4,1,4,,2,4,,4,1,1,1,,1,1,1,1,1,1,1,1,2,1,1,1,,1,,1,1,1,1,1,4,7,2,2,3,2,2,3,2,AGE=27;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=43;PSCORE=78;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4466
110605,7/10/2018,5:18 PM,7/10/2018,5:32 PM,1,1,2,2,1,1,1,1,1961,2,6,3,4,1,4,1,3,1,4,,2,4,,3,,2,2,,3,,2,3,2,2,3,1,3,2,,2,,2,2,2,2,2,3,12,4,2,2,5,2,1;2;3;4,1,2,AGE=57;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=91;PSCORE=7;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=5002
110607,7/10/2018,5:20 PM,7/10/2018,5:50 PM,2,1,1,2,1,1,1,2,1954,3,1,,,1,1,4,1,2,,7,5,,7,5,1,1,,2,5,3,3,3,3,3,5,1,5,3,,3,,1,4,3,3,3,5,13,4,2,2,3,4,,5,2,AGE=64;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=85;PSCORE=85;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4684
110608,7/10/2018,5:22 PM,7/10/2018,5:49 PM,1,2,2,1,3,1,1,2,1962,2,5,2,3,1,2,3,7,2,4,,5,2,,2,,2,1,,4,,3,1,2,3,5,1,4,2,1,,3,,2,2,2,2,4,12,5,2,2,3,3,2;3;4,1,2,AGE=56;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=89;PSCORE=2;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4247
110618,7/10/2018,5:36 PM,7/10/2018,5:56 PM,2,1,2,1,1,1,1,1,1957,2,3,,,1,2,1,2,2,,2,2,,2,3,2,2,,2,3,,2,1,1,2,3,1,3,2,1,,2,,1,1,1,1,3,11,6,2,2,4,4,,3,2,AGE=61;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=95;PSCORE=4;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4682
110619,7/10/2018,5:36 PM,7/10/2018,6:00 PM,2,1,2,2,1,1,1,1,1956,1,5,2,,2,6,1,3,1,,4,3,,5,3,2,2,,2,3,,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,13,6,2,2,4,1,4,1,2,AGE=62;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=90;PSCORE=14;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4614
110621,7/10/2018,5:41 PM,7/10/2018,5:52 PM,1,1,2,1,3,1,1,1,1962,1,3,,3,1,4,1,6,1,4,,3,4,,3,,2,1,,3,,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,13,4,2,2,5,1,1,3,2,AGE=56;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=92;PSCORE=5;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=5002
110622,7/10/2018,5:43 PM,7/10/2018,6:06 PM,2,2,2,2,2,1,1,2,1943,1,1,,,3,1,4,1,4,,1,4,,4,1,1,1,,2,1,,1,1,1,1,1,3,1,1,,1,,1,4,4,4,1,1,1,5,2,2,3,3,1;2;3,1,2,AGE=47;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=43;PSCORE=21;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4466
110623,7/10/2018,5:47 PM,7/10/2018,6:02 PM,1,2,1,1,1,1,1,1,1960,1,2,,1,4,1,4,2,3,1,,3,3,,1,,1,3,,1,1,2,2,1,2,1,3,1,1,2,,1,,2,1,1,2,1,4,4,2,2,2,1,1,1,2,AGE=33;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=19;PSCORE=93;G2016=B;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4683
110629,7/10/2018,6:02 PM,7/10/2018,6:18 PM,1,2,2,2,3,1,1,1,1954,4,5,2,3,2,7,1,7,2,3,,7,4,,3,,2,3,,3,,1,2,3,3,3,1,3,3,,2,,2,3,1,1,2,3,12,7,2,2,5,1,2,1,2,AGE=64;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=89;PSCORE=17;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4684
110633,7/10/2018,6:08 PM,7/10/2018,6:19 PM,1,2,2,1,2,1,1,1,1954,3,3,,4,1,2,2,6,1,4,,4,4,,3,,2,1,,3,,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,12,7,2,2,3,3,3,1,2,AGE=64;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=95;PSCORE=8;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=5002
110636,7/10/2018,6:21 PM,7/10/2018,6:33 PM,2,1,2,2,4,1,1,1,1954,1,3,,,1,2,1,3,1,,4,3,,2,3,2,2,,2,3,,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,13,2,2,2,5,3,1;2;3;4,1,1,AGE=64;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=83;PSCORE=5;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4257
110639,7/10/2018,6:27 PM,7/10/2018,6:48 PM,1,2,2,1,4,1,1,1,1972,2,5,3,1,4,6,4,2,4,2,,4,5,,1,,1,1,,1,,1,1,1,1,1,2,1,1,2,,2,,1,1,1,1,1,12,5,2,2,3,4,,1,1,AGE=46;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=88;PSCORE=64;G2016=M;DENSITY=1;COUNTY=WHITMAN;AGENTNUM=4562
110640,7/10/2018,6:29 PM,7/10/2018,6:44 PM,2,1,1,2,3,1,1,1,1967,1,5,1,,4,1,4,5,4,,3,4,,4,1,1,1,,1,1,4,3,3,1,1,1,3,1,1,,1,,1,1,1,3,1,1,12,6,2,2,3,4,,1,1,AGE=51;SEX=M;CF=0;REGNUM=3;BEST_PHONE=good_wireless;TSCORE=96;PSCORE=91;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4466
